Year,Make,Model/Grade,Price (JA$),URL
2019,Suzuki,"Swift RS 1,4L","JA$4,000,000",https://www.jacars.net/adv/2502363_suzuki-swift-rs-2-0l-2019/
2010,Suzuki,"Grand Vitara 2,4L",Call for price,https://www.jacars.net/adv/2502352_suzuki-grand-vitara-2-4l-2010/
2015,Suzuki,"Grand Vitara 2,4L",Call for price,https://www.jacars.net/adv/2502350_suzuki-grand-vitara-2-4l-2015/
2022,Suzuki,"Alto 0,6L","JA$1,520,000",https://www.jacars.net/adv/2481744_suzuki-alto-0-6l-2022/
2009,Suzuki,"Swift 1,3L",Call for price,https://www.jacars.net/adv/2502195_suzuki-swift-1-3l-2009/
2016,Suzuki,"Swift 1,3L","JA$850,000",https://www.jacars.net/adv/2502194_suzuki-swift-1-3l-2016/
2006,Suzuki,"Vitara 2,4L","JA$550,000",https://www.jacars.net/adv/2502185_suzuki-vitara-2-4l-2006/
2016,Suzuki,"Grand Vitara 1,8L","JA$1,380,000",https://www.jacars.net/adv/2502132_suzuki-grand-vitara-1-8l-2016/
2021,Suzuki,"XL-7 1,4L","JA$3,500,000",https://www.jacars.net/adv/2502008_suzuki-xl-7-1-4l-2021/
2020,Suzuki,"Vitara 2,0L",Negotiable,https://www.jacars.net/adv/2501917_suzuki-vitara-2-0l-2020/
2020,Suzuki,"Swift 1,2L",Call for price,https://www.jacars.net/adv/2492854_suzuki-swift-1-2l-2020/
2017,Suzuki,"Swift 1,3L","JA$1,600,000",https://www.jacars.net/adv/2501838_suzuki-swift-1-3l-2017/
2017,Suzuki,"Baleno 1,3L","JA$1,300,000",https://www.jacars.net/adv/2448081_suzuki-baleno-1-3l-2019/
2018,Suzuki,"Vitara 1,4L","JA$1,800,000",https://www.jacars.net/adv/2494033_suzuki-vitara-1-4l-2018/
2019,Suzuki,"Ciaz 1,4L","JA$1,780,000",https://www.jacars.net/adv/2477574_suzuki-ciaz-1-4l-2019/
2004,Suzuki,"Grand Vitara 2,5L","JA$650,000",https://www.jacars.net/adv/2501685_suzuki-grand-vitara-2-5l-2004/
2020,Suzuki,"Swift 1,2L","JA$2,100,000",https://www.jacars.net/adv/2494651_suzuki-swift-1-2l-2020/
2012,Suzuki,"Grand Vitara 2,4L","JA$1,450,000",https://www.jacars.net/adv/2501675_suzuki-grand-vitara-2-4l-2012/
2017,Suzuki,"Jimny 1,5L","JA$650,000",https://www.jacars.net/adv/2501547_suzuki-jimny-1-5l-2017/
2016,Suzuki,"Swift 1,5L","JA$1,100,000",https://www.jacars.net/adv/2493951_suzuki-swift-1-5l-2016/
2019,Suzuki,"Solio 1,2L","JA$1,650,000",https://www.jacars.net/adv/2492139_suzuki-solio-1-2l-2019/
2020,Suzuki,"Solio 1,2L","JA$1,650,000",https://www.jacars.net/adv/2492137_suzuki-solio-1-2l-2020/
2017,Suzuki,"Swift 1,3L","JA$1,749,000",https://www.jacars.net/adv/2373785_suzuki-swift-1-3l-2017/
2019,Suzuki,"Alto 1,0L",Call for price,https://www.jacars.net/adv/2446830_suzuki-alto-1-0l-2020/
2018,Suzuki,"Ignis 1,2L","JA$1,150,000",https://www.jacars.net/adv/2501316_suzuki-ignis-1-2l-2018/
2019,Suzuki,"Swift 1,3L",Call for price,https://www.jacars.net/adv/2464887_suzuki-swift-1-3l-2019/
2022,Suzuki,"Vitara 1,6L","JA$3,300,000",https://www.jacars.net/adv/2500038_suzuki-vitara-1-6l-2022/
2015,Suzuki,"Grand Vitara 2,0L","JA$1,550,000",https://www.jacars.net/adv/2500928_suzuki-grand-vitara-2-0l-2015/
2017,Suzuki,"Every 0,7L",Call for price,https://www.jacars.net/adv/2454224_suzuki-every-0-7l-2017/
2019,Suzuki,"Alto 0,6L",Call for price,https://www.jacars.net/adv/2490288_suzuki-alto-0-6l-2019/
2014,Suzuki,"Alto 1,0L","JA$630,000",https://www.jacars.net/adv/2501134_suzuki-alto-2-0l-2014/
2021,Suzuki,"Swift RS 1,4L",Call for price,https://www.jacars.net/adv/2500914_suzuki-swift-rs-1-4l-2021/
2020,Suzuki,"Swift 1,2L","JA$2,150,000",https://www.jacars.net/adv/2487760_suzuki-swift-1-2l-2020/
2009,Suzuki,"Swift 1,2L","JA$690,000",https://www.jacars.net/adv/2500836_suzuki-swift-1-2l-2009/
2020,Suzuki,"Swift 1,3L","JA$2,299,000",https://www.jacars.net/adv/2496961_suzuki-swift-1-3l-2020/
2022,Suzuki,"Jimny 2,3L","JA$4,500,000",https://www.jacars.net/adv/2500787_suzuki-jimny-2-3l-2022/
2017,Suzuki,"Swift 1,3L","JA$1,350,000",https://www.jacars.net/adv/2500620_suzuki-swift-1-3l-2017/
2015,Suzuki,"Swift 1,2L","JA$1,200,000",https://www.jacars.net/adv/2500612_suzuki-swift-1-5l-2015/
2000,Suzuki,"Vitara 2,4L","JA$395,000",https://www.jacars.net/adv/2500359_suzuki-vitara-2-4l-2000/
2017,Suzuki,"Swift 1,5L","JA$1,350,000",https://www.jacars.net/adv/2500190_suzuki-swift-1-5l-2017/
2017,Suzuki,"Swift 1,2L","JA$1,799,000",https://www.jacars.net/adv/2482057_suzuki-swift-1-2l-2017/
2014,Suzuki,"Swift 1,4L","JA$810,000",https://www.jacars.net/adv/2500034_suzuki-swift-1-4l-2014/
2021,Suzuki,"XL-7 1,5L","JA$3,200,000",https://www.jacars.net/adv/2465452_suzuki-xl-7-1-5l-2021/
2012,Suzuki,"Swift 1,6L","JA$680,000",https://www.jacars.net/adv/2499853_suzuki-swift-1-6l-2012/
2022,Suzuki,"Jimny 1,5L","JA$4,000,000",https://www.jacars.net/adv/2499723_suzuki-jimny-1-3l-2022/
2010,Suzuki,"Grand Vitara 2,4L",Call for price,https://www.jacars.net/adv/2489730_suzuki-grand-vitara-2-4l-2010/
2019,Suzuki,"Grand Vitara 2,4L","JA$1,890,000",https://www.jacars.net/adv/2499602_suzuki-grand-vitara-2-4l-2019/
2009,Suzuki,"SX4 1,5L","JA$650,000",https://www.jacars.net/adv/2499565_suzuki-sx4-1-5l-2009/
2006,Suzuki,"Grand Vitara 2,0L","JA$850,000",https://www.jacars.net/adv/2497935_suzuki-grand-vitara-2-0l-2006/
2009,Suzuki,"Grand Vitara 2,4L",Call for price,https://www.jacars.net/adv/2499275_suzuki-grand-vitara-2-4l-2009/
2020,Suzuki,"Swift 1,2L",Call for price,https://www.jacars.net/adv/2481858_suzuki-swift-1-2l-2019/
2017,Suzuki,"Vitara 1,5L","JA$1,650,000",https://www.jacars.net/adv/2499179_suzuki-vitara-1-5l-2017/
2021,Suzuki,"XL-7 2,0L","JA$3,500,000",https://www.jacars.net/adv/2499069_suzuki-xl-7-2-0l-2021/
2015,Suzuki,"Swift 1,2L",Call for price,https://www.jacars.net/adv/2488805_suzuki-swift-1-2l-2015/
2004,Suzuki,"Grand Vitara 2,4L","JA$650,000",https://www.jacars.net/adv/2498937_suzuki-grand-vitara/
2024,Suzuki,"Vitara 1,6L","JA$4,950,000",https://www.jacars.net/adv/2477175_suzuki-vitara-1-6l-2024/
2017,Suzuki,"Swift 1,2L","JA$1,100,000",https://www.jacars.net/adv/2498891_suzuki-swift-1-2l-2017/
2019,Suzuki,"Alto 1,0L","JA$1,050,000",https://www.jacars.net/adv/2498811_suzuki-alto-1-0l-2019/
2017,Suzuki,"Swift 1,5L","JA$1,400,000",https://www.jacars.net/adv/2498753_suzuki-swift-1-5l-2017/
2011,Suzuki,"Swift 1,2L","JA$650,000",https://www.jacars.net/adv/2498652_suzuki-swift-1-2l-2011/
2020,Suzuki,"Swift 1,2L","JA$2,150,000",https://www.jacars.net/adv/2487746_suzuki-swift-1-2l-2020/
2021,Suzuki,"Swift 1,2L","JA$2,250,000",https://www.jacars.net/adv/2488537_suzuki-swift-1-2l-2021/
2008,Suzuki,"Swift 1,5L","JA$630,000",https://www.jacars.net/adv/2498637_suzuki-swift-1-5l-2008/
2019,Suzuki,"SX4 1,6L","JA$3,500,000",https://www.jacars.net/adv/2498502_suzuki-sx4-1-6l-2019/
2023,Suzuki,"Vitara 1,5L","JA$4,200,000",https://www.jacars.net/adv/2498498_suzuki-vitara-1-5l-2023/
2019,Suzuki,"Vitara 1,5L","JA$1,880,000",https://www.jacars.net/adv/2498419_suzuki-vitara-1-5l-2019/
2019,Suzuki,"Swift 1,2L","JA$2,250,000",https://www.jacars.net/adv/2490110_suzuki-swift-1-2l-2019/
2023,Suzuki,"Jimny 1,5L","JA$5,000,000",https://www.jacars.net/adv/2498041_suzuki-jimny-1-5l-2023/
2015,Suzuki,"Grand Vitara 2,0L","JA$1,600,000",https://www.jacars.net/adv/2498028_suzuki-grand-vitara-2-0l-2015/
2008,Suzuki,"Swift 1,5L","JA$650,000",https://www.jacars.net/adv/2497991_suzuki-swift-1-5l-2008/
2014,Suzuki,"Swift 1,4L","JA$1,000,000",https://www.jacars.net/adv/2497869_suzuki-swift-1-5l-2014/
2012,Suzuki,"Swift 1,2L","JA$720,000",https://www.jacars.net/adv/2497781_suzuki-swift-1-2l-2012/
2009,Suzuki,"SX4 1,5L","JA$800,000",https://www.jacars.net/adv/2497815_suzuki-sx4-5-1l-2009/
2011,Suzuki,"Swift 1,2L","JA$850,000",https://www.jacars.net/adv/2497510_suzuki-swift-1-2l-2011/
2018,Suzuki,"Alto 0,6L",Negotiable,https://www.jacars.net/adv/2480095_honda-civic-1-5l-2017/
2015,Suzuki,"Swift 1,6L","JA$1,250,000",https://www.jacars.net/adv/2497330_suzuki-swift-1-7l-2015/
2021,Suzuki,"Swift 1,2L",Negotiable,https://www.jacars.net/adv/2497217_suzuki-swift-1-2l-2021/
2015,Suzuki,"Swift 1,2L","JA$1,150,000",https://www.jacars.net/adv/2497132_suzuki-swift-1-2l-2015/
2018,Suzuki,"Grand Vitara 2,0L","JA$2,350,000",https://www.jacars.net/adv/2494220_suzuki-grand-vitara-2-0l-2018/
2013,Suzuki,"Swift 1,5L","JA$1,000,000",https://www.jacars.net/adv/2496849_suzuki-swift-1-5l-2013/
2019,Suzuki,"Vitara 1,6L","JA$2,250,000",https://www.jacars.net/adv/2496813_suzuki-vitara-1-6l-2019/
2013,Suzuki,"Swift 1,6L","JA$1,000,000",https://www.jacars.net/adv/2496158_suzuki-swift-1-6l-2013/
1999,Suzuki,"Baleno 1,9L","JA$120,000",https://www.jacars.net/adv/2495931_suzuki-baleno-1-9l-1999/
2018,Suzuki,"Swift 1,4L","JA$1,450,000",https://www.jacars.net/adv/2479730_suzuki-swift-1-2l-2011/
2017,Suzuki,"Alto 1,2L","JA$800,000",https://www.jacars.net/adv/2490092_suzuki-alto-1-2l-2017/
2012,Suzuki,"Swift 1,4L","JA$880,000",https://www.jacars.net/adv/2495141_suzuki-swift-1-4l-2012/
2019,Suzuki,"Grand Vitara 2,4L","JA$2,750,000",https://www.jacars.net/adv/2495121_suzuki-grand-vitara-2-4l-2019/
2020,Suzuki,"Vitara 1,6L","JA$2,900,000",https://www.jacars.net/adv/2491472_suzuki-vitara-1-6l-2020/
2022,Suzuki,"Jimny 1,5L","JA$3,600,000",https://www.jacars.net/adv/2494957_suzuki-jimny-1-5l-2022/
2011,Suzuki,"Vitara 2,0L","JA$770,000",https://www.jacars.net/adv/2494917_suzuki-vitara-2-0l-2011/
2003,Suzuki,"Vitara 2,0L","JA$595,000",https://www.jacars.net/adv/2475524_suzuki-vitara-2-0l-2010/
2022,Suzuki,"Vitara 1,6L","JA$3,900,000",https://www.jacars.net/adv/2494468_suzuki-vitara-1-6l-2024/
2019,Suzuki,"Jimny 1,5L","JA$3,650,000",https://www.jacars.net/adv/2453738_suzuki-jimny-1-5l-2019/
2014,Suzuki,"Alto 0,9L","JA$650,000",https://www.jacars.net/adv/2493899_suzuki-alto-3-9l-2014/
2017,Suzuki,"Swift 1,3L","JA$1,550,000",https://www.jacars.net/adv/2493784_suzuki-swift-1-3l-2017/
2018,Suzuki,"Ciaz 1,5L","JA$1,700,000",https://www.jacars.net/adv/2483428_suzuki-ciaz-1-5l-2018/
2019,Suzuki,"Vitara 1,6L","JA$1,900,000",https://www.jacars.net/adv/2493630_suzuki-vitara-1-6l-2019/
2005,Suzuki,"Solio 1,3L","JA$220,000",https://www.jacars.net/adv/2493515_suzuki-solio-1-3l-2005/
2017,Suzuki,"Swift 1,2L","JA$1,475,000",https://www.jacars.net/adv/2493301_suzuki-swift-1-2l-2017/
2019,Suzuki,"Vitara 2,0L","JA$2,100,000",https://www.jacars.net/adv/2493252_suzuki-vitara-2-0l-2019/
2015,Suzuki,"Swift 1,3L","JA$1,150,000",https://www.jacars.net/adv/2492770_suzuki-swift-1-3l-2015/
2007,Suzuki,"Swift 1,4L","JA$370,000",https://www.jacars.net/adv/2492700_suzuki-swift-1-4l-2007/
2020,Suzuki,"Vitara 1,6L",Call for price,https://www.jacars.net/adv/2492676_suzuki-vitara-1-6l-2020/
2020,Suzuki,"Jimny 1,5L","JA$3,600,000",https://www.jacars.net/adv/2492491_2020-suzuki-jimny-1-5l/
2013,Volkswagen,"Jetta 1,5L","JA$990,000",https://www.jacars.net/adv/2501591_volkswagen-jetta-1-5l-2013/
2015,Volkswagen,"Jetta 1,4L","JA$1,550,000",https://www.jacars.net/adv/2498157_volkswagen-jetta-1-4l-2015/
2019,Volkswagen,"Tiguan 2,0L","JA$3,100,000",https://www.jacars.net/adv/2499967_volkswagen-tiguan-0-4l-2019/
2020,Volkswagen,"Tiguan 2,0L","JA$3,300,000",https://www.jacars.net/adv/2502300_volkswagen-tiguan-2-0l-2020/
2016,Volkswagen,"Polo 1,6L","JA$1,200,000",https://www.jacars.net/adv/2502225_volkswagen-polo-1-6l-2016/
2014,Volkswagen,"Golf 1,2L","JA$1,020,000",https://www.jacars.net/adv/2502098_volkswagen-golf-1-8l-2014/
2019,Volkswagen,"GTI 2,0L",Negotiable,https://www.jacars.net/adv/2492103_volkswagen-gti-2-0l-2019/
2022,Volkswagen,"Tiguan 2,0L","JA$6,750,000",https://www.jacars.net/adv/2501961_volkswagen-tiguan-2-0l-2022/
2017,Volkswagen,"Jetta 1,4L","JA$1,350,000",https://www.jacars.net/adv/2501570_volkswagen-jetta-1-4l-2017/
2019,Volkswagen,"Tiguan 2,0L","JA$3,500,000",https://www.jacars.net/adv/2501509_volkswagen-tiguan-2-0l-2019/
2016,Volkswagen,"Polo 1,6L","JA$1,100,000",https://www.jacars.net/adv/2495784_volkswagen-polo-1-6l-2016/
2020,Volkswagen,"Tiguan 2,0L","JA$3,000,000",https://www.jacars.net/adv/2500700_volkswagen-tiguan-2-0l-2020/
2014,Volkswagen,"GTI 1,5L","JA$1,280,000",https://www.jacars.net/adv/2500683_volkswagen-gti-1-5l-2014/
2023,Volkswagen,"Tiguan 2,0L","JA$2,500,000",https://www.jacars.net/adv/2500234_volkswagen-tiguan-2-0l-2023/
2013,Volkswagen,"GTI 2,0L",Swap,https://www.jacars.net/adv/2500171_volkswagen-gti-2-0l-2013/
2014,Volkswagen,"Golf 1,4L","JA$1,800,000",https://www.jacars.net/adv/2499802_volkswagen-golf-1-4l-2014/
2014,Volkswagen,"Beetle 1,2L","JA$1,650,000",https://www.jacars.net/adv/2476649_volkswagen-beetle-1-2l-2014/
2017,Volkswagen,"Amarok 2,0L","JA$2,400,000",https://www.jacars.net/adv/2499604_volkswagen-amarok-2-0l-2017/
2021,Volkswagen,"Tiguan 2,0L","JA$4,450,000",https://www.jacars.net/adv/2461698_volkswagen-tiguan-2-0l-2021/
2020,Volkswagen,"Tiguan 2,0L","JA$3,100,000",https://www.jacars.net/adv/2490729_volkswagen-tiguan-2-0l-2020/
2021,Volkswagen,"Tiguan 2,0L","JA$3,000,000",https://www.jacars.net/adv/2499035_2021-tiguan-negotioable/
2012,Volkswagen,"Jetta 2,0L","JA$1,150,000",https://www.jacars.net/adv/2491180_volkswagen-jetta-2-0l-2012/
2014,Volkswagen,"Jetta 1,4L","JA$1,300,000",https://www.jacars.net/adv/2498313_volkswagen-jetta-1-4l-2014/
2015,Volkswagen,"Jetta 1,4L","JA$1,650,000",https://www.jacars.net/adv/2498155_volkswagen-jetta-1-4l-2015/
2020,Volkswagen,"Tiguan 2,0L","JA$3,900,000",https://www.jacars.net/adv/2399733_volkswagen-tiguan-2-0l-2020/
2017,Volkswagen,"Jetta 1,6L","JA$1,500,000",https://www.jacars.net/adv/2497495_volkswagen-jetta-1-6l-2017/
2014,Volkswagen,"Golf 2,0L","JA$4,000,000",https://www.jacars.net/adv/2497220_volkswagen-golf-2-0l-2014/
2016,Volkswagen,"Polo 1,5L","JA$650,000",https://www.jacars.net/adv/2497036_volkswagen-polo-1-5l-2016/
2021,Volkswagen,"Tiguan 1,4L","JA$3,600,000",https://www.jacars.net/adv/2496975_volkswagen-tiguan-1-4l-2021/
2020,Volkswagen,"Tiguan 2,5L","JA$3,500,000",https://www.jacars.net/adv/2485617_volkswagen-tiguan-1-4l-2020/
2019,Volkswagen,"Tiguan 2,0L","JA$2,900,000",https://www.jacars.net/adv/2496099_volkswagen-tiguan-2-0l-2019/
2016,Volkswagen,"Passat 1,8L","JA$1,600,000",https://www.jacars.net/adv/2483350_volkswagen-passat-1-8l-2016/
2013,Volkswagen,"Passat 2,0L","JA$1,100,000",https://www.jacars.net/adv/2467565_volkswagen-passat-2-0l-2013/
2019,Volkswagen,"Tiguan 1,5L","JA$3,200,000",https://www.jacars.net/adv/2495801_volkswagen-tiguan-1-5l-2019/
2016,Volkswagen,"Jetta 1,4L","JA$1,200,000",https://www.jacars.net/adv/2495788_volkswagen-jetta-1-4l-2016/
2016,Volkswagen,"GTI 2,0L",Negotiable,https://www.jacars.net/adv/2434356_volkswagen-gti-2-0l-2016/
2020,Volkswagen,"Tiguan 2,0L","JA$3,750,000",https://www.jacars.net/adv/2495032_volkswagen-tiguan-2-0l-2020/
2017,Volkswagen,"Polo 1,6L","JA$1,450,000",https://www.jacars.net/adv/2494769_volkswagen-polo-1-6l-2017/
2018,Volkswagen,"Jetta 1,8L","JA$2,050,000",https://www.jacars.net/adv/2493680_volkswagen-jetta-1-8l-2018/
2011,Volkswagen,"Amarok 2,0L","JA$1,500,000",https://www.jacars.net/adv/2481907_volkswagen-amarok-0-5l-2011/
2019,Volkswagen,"Tiguan 2,0L","JA$4,500,000",https://www.jacars.net/adv/2494383_volkswagen-tiguan-2-0l-2019/
2013,Volkswagen,"Jetta 1,5L","JA$560,000",https://www.jacars.net/adv/2494181_volkswagen-jetta-1-5l-2013/
2016,Volkswagen,"Passat 2,0L","JA$2,000,000",https://www.jacars.net/adv/2474860_volkswagen-passat-2-0l-2016/
2024,Volkswagen,"Tiguan 2,0L","JA$7,495,000",https://www.jacars.net/adv/2493658_volkswagen-tiguan-2-0l-2024/
2021,Volkswagen,"Tiguan 2,0L","JA$4,400,000",https://www.jacars.net/adv/2493469_volkswagen-tiguan-2-0l-2021/
2020,Volkswagen,"Tiguan 2,0L","JA$4,600,000",https://www.jacars.net/adv/2493211_volkswagen-tiguan-2-0l-2020/
2019,Volkswagen,"Tiguan 2,0L","JA$3,650,000",https://www.jacars.net/adv/2493193_volkswagen-tiguan-2-0l-2019/
2015,Hyundai,"i10 1,2L","JA$650,000",https://www.jacars.net/adv/2491728_hyundai-i10-1-2l-2015/
2025,Hyundai,"Venue 1,5L","JA$4,400,000",https://www.jacars.net/adv/2498831_hyundai-venue-1-5l-2025/
2023,Hyundai,"Tucson 2,5L","JA$5,500,000",https://www.jacars.net/adv/2501747_hyundai-tucson-2-5l-2023/
2022,Hyundai,"Creta 1,5L","JA$3,100,000",https://www.jacars.net/adv/2497511_hyundai-creta-1-5l-2022/
2016,Hyundai,"i10 1,2L","JA$890,000",https://www.jacars.net/adv/2499083_hyundai-i10-1-2l-2016/
2019,Hyundai,"Tucson 1,5L","JA$1,200,000",https://www.jacars.net/adv/2493510_hyundai-tucson-1-5l-2019/
2020,Hyundai,"Creta 1,6L","JA$2,490,000",https://www.jacars.net/adv/2473414_hyundai-creta-1-6l-2020/
2014,Hyundai,"Tucson 2,0L","JA$1,550,000",https://www.jacars.net/adv/2501014_hyundai-tucson-2-0l-2014/
2023,Hyundai,"Tucson 2,0L","JA$7,100,000",https://www.jacars.net/adv/2457416_hyundai-tucson-2-2l-2023/
2019,Hyundai,"Creta 1,5L","JA$2,500,000",https://www.jacars.net/adv/2500752_hyundai-creta-1-5l-2019/
2019,Hyundai,"Tucson 2,0L","JA$3,500,000",https://www.jacars.net/adv/2490884_hyundai-tucson-2-0l-2019/
2020,Hyundai,"Tucson 2,0L","JA$3,300,000",https://www.jacars.net/adv/2486028_hyundai-tucson-4-0l-2020/
2023,Hyundai,"Creta 1,5L","JA$4,500,000",https://www.jacars.net/adv/2500154_hyundai-creta-1-5l-2023/
2021,Hyundai,"Creta 1,5L","JA$3,250,000",https://www.jacars.net/adv/2500134_hyundai-creta-1-5l-2021/
2020,Hyundai,"Tucson 2,0L","JA$3,400,000",https://www.jacars.net/adv/2500003_hyundai-tucson-2-0l-2020/
2022,Hyundai,"Santa Fe 2,4L","JA$5,950,000",https://www.jacars.net/adv/2499663_hyundai-santa-fe-2-4l-2022/
2022,Hyundai,"Palisade 2,2L","JA$9,000,000",https://www.jacars.net/adv/2499647_hyundai-palisade-2-2l-2022/
2022,Hyundai,"Tucson 2,0L","JA$4,600,000",https://www.jacars.net/adv/2499294_hyundai-tucson-2-0l-2022/
2020,Hyundai,"Tucson 2,0L","JA$3,300,000",https://www.jacars.net/adv/2498902_hyundai-tucson-2020/
2020,Hyundai,"Creta 1,5L","JA$2,600,000",https://www.jacars.net/adv/2498530_hyundai-creta-1-5l-2020/
2023,Hyundai,"Palisade 2,2L","JA$10,000,000",https://www.jacars.net/adv/2489702_hyundai-palisade-3-8l-2023/
2017,Hyundai,"Tucson 2,0L","JA$2,500,000",https://www.jacars.net/adv/2497502_hyundai-tucson-2-0l-2017/
2023,Hyundai,"Venue 1,6L","JA$3,300,000",https://www.jacars.net/adv/2492405_hyundai-venue-1-6l-2023/
2025,Hyundai,"Santa Fe 2,2L","JA$9,500,000",https://www.jacars.net/adv/2496979_hyundai-santa-fe-2-2l-2025/
2020,Hyundai,"Tucson 1,5L","JA$3,700,000",https://www.jacars.net/adv/2496736_hyundai-tucson-1-5l-2020/
2024,Hyundai,"Creta Grand 2,0L","JA$5,800,000",https://www.jacars.net/adv/2440184_hyundai-creta-grand-2-0l-2024/
2013,Hyundai,"Tucson 2,0L","JA$1,200,000",https://www.jacars.net/adv/2492220_hyundai-tucson-2-0l-2013/
2019,Hyundai,"Santa Fe 2,2L","JA$2,800,000",https://www.jacars.net/adv/2484008_hyundai-santa-fe-2-2l-2019/
2020,Hyundai,"Tucson 2,0L","JA$3,100,000",https://www.jacars.net/adv/2496054_hyundai-tucson-2-0l-2020/
2015,Hyundai,"Accent 1,5L","JA$1,100,000",https://www.jacars.net/adv/2495726_hyundai-accent-1-5l-2015/
2023,Hyundai,"Creta 1,5L","JA$4,800,000",https://www.jacars.net/adv/2478609_hyundai-creta-1-5l-2023/
2023,Hyundai,"Tucson 1,5L","JA$5,700,000",https://www.jacars.net/adv/2477707_hyundai-tucson-1-5l-2023/
2018,Hyundai,"Creta 1,5L","JA$2,100,000",https://www.jacars.net/adv/2494210_hyundai-creta-1-5l-2018/
2023,Hyundai,"Creta 1,5L","JA$4,750,000",https://www.jacars.net/adv/2493770_hyundai-creta-2023/
2022,Hyundai,"Creta 1,5L","JA$3,500,000",https://www.jacars.net/adv/2472549_hyundai-creta-1-5l-2022/
2025,Hyundai,"Creta 1,5L","JA$5,400,000",https://www.jacars.net/adv/2493054_hyundai-creta-1-5l-2025/
2017,Hyundai,"Tucson 2,0L","JA$2,800,000",https://www.jacars.net/adv/2492643_hyundai-tucson-2-0l-2017/
2024,Hyundai,"Creta 1,5L","JA$5,600,000",https://www.jacars.net/adv/2474127_hyundai-creta-1-5l-2024/
2024,KIA,"Seltos 1,6L","JA$5,350,000",https://www.jacars.net/adv/2499769_kia-seltos-1-6l-2024/
2024,KIA,"Seltos 1,5L","JA$4,500,000",https://www.jacars.net/adv/2500244_kia-seltos-1-5l-2024/
2025,KIA,"Seltos 1,5L","JA$4,650,000",https://www.jacars.net/adv/2501619_kia-seltos-1-5l-2025/
2023,KIA,"Sportage 2,0L","JA$5,590,000",https://www.jacars.net/adv/2484517_kia-sportage-2-0l-2023/
2020,KIA,"Sportage 2,0L","JA$3,000,000",https://www.jacars.net/adv/2483004_kia-sportage-2-0l-2020/
2021,KIA,"Seltos 1,5L","JA$3,750,000",https://www.jacars.net/adv/2501381_kia-seltos-1-5l-2021/
2023,KIA,"Seltos 1,6L","JA$4,580,000",https://www.jacars.net/adv/2501294_kia-seltos-1-6l-2023/
2023,KIA,"Seltos 1,6L","JA$4,300,000",https://www.jacars.net/adv/2493776_kia-seltos-1-6l-2023/
2022,KIA,"Carnival 2,2L","JA$4,490,000",https://www.jacars.net/adv/2493952_2022-kia-carnival-dealer/
2022,KIA,"Sonet 1,5L","JA$3,200,000",https://www.jacars.net/adv/2493810_kia-sonet-1-5l-2022/
2024,KIA,"Sportage 1,5L","JA$5,950,000",https://www.jacars.net/adv/2496264_kia-sportage-1-5l-2024/
2025,KIA,"Sportage 2,0L","JA$6,500,000",https://www.jacars.net/adv/2502102_kia-sportage-2-0l-2025/
2024,KIA,"Sportage 2,0L","JA$7,000,000",https://www.jacars.net/adv/2502034_kia-sportage-2-0l-2024/
2023,KIA,"Sonet 2,0L",Call for price,https://www.jacars.net/adv/2499278_kia-sonet-2-0l-2023/
2023,KIA,"Sportage 2,0L","JA$4,900,000",https://www.jacars.net/adv/2495088_kia-sportage-2-0l-2023/
2024,KIA,"Seltos 2,0L","JA$5,500,000",https://www.jacars.net/adv/2501647_kia-seltos-2-0l-2024/
2023,KIA,"Sportage 2,0L","JA$4,900,000",https://www.jacars.net/adv/2501061_kia-sportage-2-5l-2023/
2022,KIA,"Seltos 1,5L","JA$3,990,000",https://www.jacars.net/adv/2492875_kia-seltos-2-0l-2022/
2021,KIA,"Seltos 1,6L","JA$3,290,000",https://www.jacars.net/adv/2497337_kia-seltos-1-6l-2021/
2020,KIA,"Seltos 1,6L","JA$2,990,000",https://www.jacars.net/adv/2497348_kia-seltos-1-6l-2020/
2019,KIA,"Rio 1,0L","JA$750,000",https://www.jacars.net/adv/2500881_kia-rio-1-0l-2019/
2024,KIA,"Seltos 1,5L","JA$3,990,000",https://www.jacars.net/adv/2496959_kia-seltos-1-5l-2024/
2021,KIA,"Sorento 2,2L","JA$4,900,000",https://www.jacars.net/adv/2500727_kia-sorento-2-2l-2021/
2022,KIA,"Sonet 1,5L","JA$2,700,000",https://www.jacars.net/adv/2497255_kia-sonet-1-5l-2022/
2022,KIA,"Seltos 1,6L",Call for price,https://www.jacars.net/adv/2500471_kia-seltos-1-6l-2022/
2021,KIA,"Seltos 1,6L","JA$3,050,000",https://www.jacars.net/adv/2500373_kia-seltos-1-6l-2021/
2024,KIA,"Sportage 2,0L","JA$5,750,000",https://www.jacars.net/adv/2461095_kia-sportage-2-0l-2024/
2005,KIA,"Sorento 2,5L","JA$500,000",https://www.jacars.net/adv/2500212_kia-sorento-2-5l-2005/
2022,KIA,"Seltos 1,6L","JA$4,200,000",https://www.jacars.net/adv/2500131_kia-seltos-1-6l-2022/
2024,KIA,"Seltos 1,5L","JA$5,400,000",https://www.jacars.net/adv/2482322_kia-seltos-1-5l-2024/
2023,KIA,"Seltos 1,6L","JA$4,500,000",https://www.jacars.net/adv/2499621_kia-seltos-1-6l-2023/
2023,KIA,"Seltos 1,6L","JA$4,450,000",https://www.jacars.net/adv/2499475_kia-seltos-1-5l-2023/
2019,KIA,"Cerato 1,6L",Call for price,https://www.jacars.net/adv/2499045_kia-cerato-1-6l-2019/
